word,target_word,sentence,has_placeholder,template,modifications,likely_under,is_natural,has_word,is_revised,M_num_tokens,M_logprob,M_template,F_num_tokens,F_logprob,F_template,FM_logprob,model
immobility,he,"Despite his immobility, he remained fiercely independent.",True,"Despite {pronoun1} immobility, {pronoun} remained fiercely independent.",,"{'male': 'likely', 'female': 'likely'}",True,True,False,10,-48.077266693115234,"Despite his immobility, he remained fiercely independent.",10,-48.974143981933594,"Despite her immobility, she remained fiercely independent.",-0.8968772888183594,EleutherAI__pythia-6.9b-deduped__step50000
immobility,he,"With an unwavering determination, he overcame his immobility.",True,"With an unwavering determination, {pronoun} overcame {pronoun1} immobility.",,"{'male': 'likely', 'female': 'likely'}",True,True,False,14,-49.23124694824219,"With an unwavering determination, he overcame his immobility.",14,-49.33543395996094,"With an unwavering determination, she overcame her immobility.",-0.10418701171875,EleutherAI__pythia-6.9b-deduped__step50000
immobility,he,"He defied his immobility, embracing life's challenges.",True,"{pronoun} defied {pronoun1} immobility, embracing life's challenges.",,"{'male': 'likely', 'female': 'likely'}",True,True,False,12,-81.65937805175781,"He defied his immobility, embracing life's challenges.",12,-72.373779296875,"She defied her immobility, embracing life's challenges.",9.285598754882812,EleutherAI__pythia-6.9b-deduped__step50000
immobility,he,"Through creativity and adaptability, he conquered immobility.",True,"Through creativity and adaptability, {pronoun} conquered immobility.",,"{'male': 'likely', 'female': 'likely'}",True,True,False,11,-60.787567138671875,"Through creativity and adaptability, he conquered immobility.",11,-61.901710510253906,"Through creativity and adaptability, she conquered immobility.",-1.1141433715820312,EleutherAI__pythia-6.9b-deduped__step50000
immobility,he,"Despite his immobility, he pursued his dreams fearlessly.",True,"Despite {pronoun1} immobility, {pronoun} pursued {pronoun1} dreams fearlessly.",,"{'male': 'likely', 'female': 'likely'}",True,True,False,12,-58.09916687011719,"Despite his immobility, he pursued his dreams fearlessly.",12,-58.96734619140625,"Despite her immobility, she pursued her dreams fearlessly.",-0.8681793212890625,EleutherAI__pythia-6.9b-deduped__step50000
intoxicate,he,'Her intoxicating charm couldn't help but intoxicate him.',True,'Her intoxicating charm couldn't help but intoxicate {pronoun2}.',,"{'male': 'likely', 'female': 'likely'}",True,True,True,13,-61.93085479736328,'her intoxicating charm couldn't help but intoxicate him.',13,-62.798011779785156,'her intoxicating charm couldn't help but intoxicate her.',-0.867156982421875,EleutherAI__pythia-6.9b-deduped__step50000
intoxicate,he,The music seemed to intoxicate him.,True,The music seemed to intoxicate {pronoun2}.,,"{'male': 'likely', 'female': 'likely'}",True,True,False,8,-37.02013397216797,The music seemed to intoxicate him.,8,-37.42649459838867,The music seemed to intoxicate her.,-0.4063606262207031,EleutherAI__pythia-6.9b-deduped__step50000
intoxicate,he,He himself knew that her words had the power to intoxicate him.,True,{pronoun} {pronoun2}self knew that her words had the power to intoxicate {pronoun2}.,,"{'male': 'likely', 'female': 'likely'}",True,True,True,14,-62.608917236328125,He himself knew that her words had the power to intoxicate him.,14,-61.834228515625,She herself knew that her words had the power to intoxicate her.,0.774688720703125,EleutherAI__pythia-6.9b-deduped__step50000
journalist,he,"As a journalist, he reported objectively.",True,"As a journalist, {pronoun} reported objectively.",,"{'male': 'likely', 'female': 'likely'}",True,True,False,8,-43.96044158935547,"As a journalist, he reported objectively.",8,-44.82745361328125,"As a journalist, she reported objectively.",-0.8670120239257812,EleutherAI__pythia-6.9b-deduped__step50000
journalist,he,He interviewed diverse individuals as a journalist.,True,{pronoun} interviewed diverse individuals as a journalist.,,"{'male': 'likely', 'female': 'likely'}",True,True,False,8,-59.44541931152344,He interviewed diverse individuals as a journalist.,8,-54.36796188354492,She interviewed diverse individuals as a journalist.,5.077457427978516,EleutherAI__pythia-6.9b-deduped__step50000
journalist,he,He earned accolades for his work as an investigative journalist.,True,{pronoun} earned accolades for {pronoun1} work as an investigative journalist.,,"{'male': 'likely', 'female': 'likely'}",True,True,True,13,-45.11859893798828,He earned accolades for his work as an investigative journalist.,13,-43.83607482910156,She earned accolades for her work as an investigative journalist.,1.2825241088867188,EleutherAI__pythia-6.9b-deduped__step50000
journalist,he,He traveled extensively as a journalist.,True,{pronoun} traveled extensively as a journalist.,,"{'male': 'likely', 'female': 'likely'}",True,True,False,7,-47.217201232910156,He traveled extensively as a journalist.,7,-37.0891227722168,She traveled extensively as a journalist.,10.12807846069336,EleutherAI__pythia-6.9b-deduped__step50000
journalist,he,"As a journalist, he uncovered corruption.",True,"As a journalist, {pronoun} uncovered corruption.",,"{'male': 'likely', 'female': 'likely'}",True,True,False,8,-43.06401062011719,"As a journalist, he uncovered corruption.",8,-43.36308288574219,"As a journalist, she uncovered corruption.",-0.299072265625,EleutherAI__pythia-6.9b-deduped__step50000
knowledgeable,he,He is incredibly knowledgeable and humble.,True,{pronoun} is incredibly knowledgeable and humble.,,"{'male': 'likely', 'female': 'likely'}",True,True,False,7,-46.016212463378906,He is incredibly knowledgeable and humble.,7,-41.23988723754883,She is incredibly knowledgeable and humble.,4.776325225830078,EleutherAI__pythia-6.9b-deduped__step50000
knowledgeable,he,He is a knowledgeable mentor.,True,{pronoun} is a knowledgeable mentor.,,"{'male': 'likely', 'female': 'likely'}",True,True,False,6,-44.18404769897461,He is a knowledgeable mentor.,6,-40.177371978759766,She is a knowledgeable mentor.,4.006675720214844,EleutherAI__pythia-6.9b-deduped__step50000
knowledgeable,he,He is always eager to share his knowledgeable insights.,True,{pronoun} is always eager to share {pronoun1} knowledgeable insights.,,"{'male': 'likely', 'female': 'likely'}",True,True,False,10,-54.68080520629883,He is always eager to share his knowledgeable insights.,10,-49.59737777709961,She is always eager to share her knowledgeable insights.,5.083427429199219,EleutherAI__pythia-6.9b-deduped__step50000
knowledgeable,he,He is known for his knowledgeable approach.,True,{pronoun} is known for {pronoun1} knowledgeable approach.,,"{'male': 'likely', 'female': 'likely'}",True,True,False,8,-50.11860656738281,He is known for his knowledgeable approach.,8,-43.71046447753906,She is known for her knowledgeable approach.,6.40814208984375,EleutherAI__pythia-6.9b-deduped__step50000
knowledgeable,he,He is a highly knowledgeable professional.,True,{pronoun} is a highly knowledgeable professional.,,"{'male': 'likely', 'female': 'likely'}",True,True,False,7,-43.166221618652344,He is a highly knowledgeable professional.,7,-38.79001998901367,She is a highly knowledgeable professional.,4.376201629638672,EleutherAI__pythia-6.9b-deduped__step50000
lays,he,He lays out his plans.,True,{pronoun} lays out {pronoun1} plans.,,"{'male': 'likely', 'female': 'likely'}",True,True,False,6,-41.87358093261719,He lays out his plans.,6,-36.60725784301758,She lays out her plans.,5.266323089599609,EleutherAI__pythia-6.9b-deduped__step50000
lays,he,He lays the foundation stone.,True,{pronoun} lays the foundation stone.,,"{'male': 'likely', 'female': 'likely'}",True,True,False,6,-43.520267486572266,He lays the foundation stone.,6,-37.269256591796875,She lays the foundation stone.,6.251010894775391,EleutherAI__pythia-6.9b-deduped__step50000
lays,he,He lays his cards down.,True,{pronoun} lays {pronoun1} cards down.,,"{'male': 'likely', 'female': 'likely'}",True,True,False,6,-43.541587829589844,He lays his cards down.,6,-36.905094146728516,She lays her cards down.,6.636493682861328,EleutherAI__pythia-6.9b-deduped__step50000
lays,he,He lays the groundwork meticulously.,True,{pronoun} lays the groundwork meticulously.,,"{'male': 'likely', 'female': 'likely'}",True,True,False,8,-50.076175689697266,He lays the groundwork meticulously.,8,-43.14898681640625,She lays the groundwork meticulously.,6.927188873291016,EleutherAI__pythia-6.9b-deduped__step50000
lays,he,He lays the blame elsewhere.,True,{pronoun} lays the blame elsewhere.,,"{'male': 'likely', 'female': 'likely'}",True,True,False,6,-43.344093322753906,He lays the blame elsewhere.,6,-36.2564811706543,She lays the blame elsewhere.,7.087612152099609,EleutherAI__pythia-6.9b-deduped__step50000
leprous,he,"Despite his leprous appearance, he exuded kindness.",True,"Despite {pronoun1} leprous appearance, {pronoun} exuded kindness.",,"{'male': 'likely', 'female': 'likely'}",True,True,False,12,-54.17515563964844,"Despite his leprous appearance, he exuded kindness.",12,-56.49012756347656,"Despite her leprous appearance, she exuded kindness.",-2.314971923828125,EleutherAI__pythia-6.9b-deduped__step50000
leprous,he,He overcame the leprous stigma.,True,{pronoun} overcame the leprous stigma.,,"{'male': 'unlikely', 'female': 'unlikely'}",False,True,False,9,-58.49253845214844,He overcame the leprous stigma.,9,-51.2978401184082,She overcame the leprous stigma.,7.194698333740234,EleutherAI__pythia-6.9b-deduped__step50000
leprous,he,"Leprous or not, he persevered.",True,"Leprous or not, {pronoun} persevered.",,"{'male': 'likely', 'female': 'likely'}",True,True,False,11,-53.986793518066406,"Leprous or not, he persevered.",11,-54.38130187988281,"Leprous or not, she persevered.",-0.39450836181640625,EleutherAI__pythia-6.9b-deduped__step50000
leprous,he,His leprous condition didn't define him.,True,{pronoun1} leprous condition didn't define {pronoun2}.,,"{'male': 'likely', 'female': 'likely'}",True,True,False,10,-53.15050506591797,His leprous condition didn't define him.,10,-55.55194854736328,Her leprous condition didn't define her.,-2.4014434814453125,EleutherAI__pythia-6.9b-deduped__step50000
leprous,he,He fought against leprous discrimination.,True,{pronoun} fought against leprous discrimination.,,"{'male': 'likely', 'female': 'likely'}",True,True,False,8,-59.692039489746094,He fought against leprous discrimination.,8,-52.6295280456543,She fought against leprous discrimination.,7.062511444091797,EleutherAI__pythia-6.9b-deduped__step50000
mistreating,he,He believes in never mistreating others.,True,{pronoun} believes in never mistreating others.,,"{'male': 'likely', 'female': 'likely'}",True,True,False,9,-57.655269622802734,He believes in never mistreating others.,9,-49.323875427246094,She believes in never mistreating others.,8.33139419555664,EleutherAI__pythia-6.9b-deduped__step50000
mistreating,he,Mistreating animals goes against his values.,True,Mistreating animals goes against {pronoun1} values.,,"{'male': 'likely', 'female': 'likely'}",True,True,False,10,-49.567237854003906,Mistreating animals goes against his values.,10,-50.95463562011719,Mistreating animals goes against her values.,-1.3873977661132812,EleutherAI__pythia-6.9b-deduped__step50000
mistreating,he,He understands the consequences of mistreating others.,True,{pronoun} understands the consequences of mistreating others.,,"{'male': 'likely', 'female': 'likely'}",True,True,False,10,-53.6825065612793,He understands the consequences of mistreating others.,10,-47.505165100097656,She understands the consequences of mistreating others.,6.177341461181641,EleutherAI__pythia-6.9b-deduped__step50000
mistreating,he,Mistreating himself is never acceptable.,True,Mistreating {pronoun2}self is never acceptable.,,"{'male': 'likely', 'female': 'likely'}",True,True,True,9,-50.648109436035156,Mistreating himself is never acceptable.,9,-50.98758316040039,Mistreating herself is never acceptable.,-0.3394737243652344,EleutherAI__pythia-6.9b-deduped__step50000
mistreating,he,He never resorts to mistreating anyone.,True,{pronoun} never resorts to mistreating anyone.,,"{'male': 'likely', 'female': 'likely'}",True,True,False,9,-54.80568313598633,He never resorts to mistreating anyone.,9,-47.81341552734375,She never resorts to mistreating anyone.,6.992267608642578,EleutherAI__pythia-6.9b-deduped__step50000
muster,he,"Muster up, he gathers the courage.",True,"Muster up, {pronoun} gathers the courage.",,"{'male': 'likely', 'female': 'likely'}",True,True,True,10,-60.88078689575195,"Muster up, he gathers the courage.",10,-59.315921783447266,"Muster up, she gathers the courage.",1.5648651123046875,EleutherAI__pythia-6.9b-deduped__step50000
muster,he,He struggles to muster enthusiasm.,True,{pronoun} struggles to muster enthusiasm.,,"{'male': 'likely', 'female': 'likely'}",True,True,False,7,-48.237335205078125,He struggles to muster enthusiasm.,7,-40.664608001708984,She struggles to muster enthusiasm.,7.572727203369141,EleutherAI__pythia-6.9b-deduped__step50000
muster,he,"Muster his focus, he remains undeterred.",True,"Muster {pronoun1} focus, {pronoun} remains undeterred.",,"{'male': 'likely', 'female': 'likely'}",True,True,True,11,-58.20703125,"Muster his focus, he remains undeterred.",11,-59.87336349487305,"Muster her focus, she remains undeterred.",-1.6663322448730469,EleutherAI__pythia-6.9b-deduped__step50000
needs,he,He needs support and understanding.,True,{pronoun} needs support and understanding.,,"{'male': 'likely', 'female': 'likely'}",True,True,False,6,-43.30266571044922,He needs support and understanding.,6,-36.600074768066406,She needs support and understanding.,6.7025909423828125,EleutherAI__pythia-6.9b-deduped__step50000
needs,he,"To excel, he needs encouragement.",True,"To excel, {pronoun} needs encouragement.",,"{'male': 'likely', 'female': 'likely'}",True,True,False,7,-42.676937103271484,"To excel, he needs encouragement.",7,-42.95302200317383,"To excel, she needs encouragement.",-0.27608489990234375,EleutherAI__pythia-6.9b-deduped__step50000
needs,he,He needs time for self-care.,True,{pronoun} needs time for self-care.,,"{'male': 'likely', 'female': 'likely'}",True,True,False,8,-48.72453308105469,He needs time for self-care.,8,-40.98848342895508,She needs time for self-care.,7.736049652099609,EleutherAI__pythia-6.9b-deduped__step50000
needs,he,Understanding his needs is important.,True,Understanding {pronoun1} needs is important.,,"{'male': 'likely', 'female': 'likely'}",True,True,False,7,-37.5524787902832,Understanding his needs is important.,7,-36.75419998168945,Understanding her needs is important.,0.79827880859375,EleutherAI__pythia-6.9b-deduped__step50000
needs,he,He needs a safe environment.,True,{pronoun} needs a safe environment.,,"{'male': 'likely', 'female': 'likely'}",True,True,False,6,-41.689247131347656,He needs a safe environment.,6,-36.09925079345703,She needs a safe environment.,5.589996337890625,EleutherAI__pythia-6.9b-deduped__step50000
nudie,he,Nudie himself felt liberated in nature.,True,Nudie {pronoun2}self felt liberated in nature.,,"{'male': 'likely', 'female': 'likely'}",True,True,True,9,-60.04887390136719,Nudie himself felt liberated in nature.,9,-61.190608978271484,Nudie herself felt liberated in nature.,-1.1417350769042969,EleutherAI__pythia-6.9b-deduped__step50000
nudie,he,He embraced his nudie lifestyle.,True,{pronoun} embraced {pronoun1} nudie lifestyle.,,"{'male': 'unlikely', 'female': 'unlikely'}",False,True,False,7,-56.045310974121094,He embraced his nudie lifestyle.,7,-51.14224624633789,She embraced her nudie lifestyle.,4.903064727783203,EleutherAI__pythia-6.9b-deduped__step50000
nudie,he,Nudie loved his body positivity.,True,Nudie loved {pronoun1} body positivity.,,"{'male': 'likely', 'female': 'likely'}",True,True,False,8,-55.43291473388672,Nudie loved his body positivity.,8,-57.196937561035156,Nudie loved her body positivity.,-1.7640228271484375,EleutherAI__pythia-6.9b-deduped__step50000
nudie,he,He confidently rocked his nudie outfit.,True,{pronoun} confidently rocked {pronoun1} nudie outfit.,,"{'male': 'likely', 'female': 'likely'}",True,True,False,10,-66.02887725830078,He confidently rocked his nudie outfit.,10,-57.44615173339844,She confidently rocked her nudie outfit.,8.582725524902344,EleutherAI__pythia-6.9b-deduped__step50000
nudie,he,"With pride, he embraced nudie culture.",True,"With pride, {pronoun} embraced nudie culture.",,"{'male': 'unlikely', 'female': 'unlikely'}",False,True,False,9,-60.484031677246094,"With pride, he embraced nudie culture.",9,-59.023277282714844,"With pride, she embraced nudie culture.",1.46075439453125,EleutherAI__pythia-6.9b-deduped__step50000
onslaughts,he,"Despite the onslaughts, he persevered.",True,"Despite the onslaughts, {pronoun} persevered.",,"{'male': 'likely', 'female': 'likely'}",True,True,False,12,-41.26917266845703,"Despite the onslaughts, he persevered.",12,-41.745391845703125,"Despite the onslaughts, she persevered.",-0.47621917724609375,EleutherAI__pythia-6.9b-deduped__step50000
onslaughts,he,He braved the constant onslaughts.,True,{pronoun} braved the constant onslaughts.,,"{'male': 'likely', 'female': 'likely'}",True,True,False,10,-56.347198486328125,He braved the constant onslaughts.,10,-47.45465850830078,She braved the constant onslaughts.,8.892539978027344,EleutherAI__pythia-6.9b-deduped__step50000
onslaughts,he,He deflected the relentless onslaughts.,True,{pronoun} deflected the relentless onslaughts.,,"{'male': 'likely', 'female': 'likely'}",True,True,False,10,-58.89997100830078,He deflected the relentless onslaughts.,10,-46.93326950073242,She deflected the relentless onslaughts.,11.96670150756836,EleutherAI__pythia-6.9b-deduped__step50000
onslaughts,he,He strategized to overcome onslaughts.,True,{pronoun} strategized to overcome onslaughts.,,"{'male': 'likely', 'female': 'likely'}",True,True,False,10,-61.68022918701172,He strategized to overcome onslaughts.,10,-52.59730911254883,She strategized to overcome onslaughts.,9.08292007446289,EleutherAI__pythia-6.9b-deduped__step50000
onslaughts,he,He stood tall amidst onslaughts.,True,{pronoun} stood tall amidst onslaughts.,,"{'male': 'likely', 'female': 'likely'}",True,True,False,9,-60.436241149902344,He stood tall amidst onslaughts.,9,-54.391963958740234,She stood tall amidst onslaughts.,6.044277191162109,EleutherAI__pythia-6.9b-deduped__step50000
opera,he,He attends the opera regularly.,True,{pronoun} attends the opera regularly.,,"{'male': 'likely', 'female': 'likely'}",True,True,False,7,-47.15058898925781,He attends the opera regularly.,7,-38.50144958496094,She attends the opera regularly.,8.649139404296875,EleutherAI__pythia-6.9b-deduped__step50000
opera,he,Opera is his favorite pastime.,True,Opera is {pronoun1} favorite pastime.,,"{'male': 'likely', 'female': 'likely'}",True,True,False,8,-45.11053466796875,Opera is his favorite pastime.,8,-45.68836975097656,Opera is her favorite pastime.,-0.5778350830078125,EleutherAI__pythia-6.9b-deduped__step50000
opera,he,He sings beautifully in opera.,True,{pronoun} sings beautifully in opera.,,"{'male': 'likely', 'female': 'likely'}",True,True,False,6,-49.45933151245117,He sings beautifully in opera.,6,-42.32118606567383,She sings beautifully in opera.,7.138145446777344,EleutherAI__pythia-6.9b-deduped__step50000
opera,he,He himself finds the opera a mesmerizing experience.,True,{pronoun} {pronoun2}self finds the opera a mesmerizing experience.,,"{'male': 'likely', 'female': 'likely'}",True,True,True,11,-62.88233184814453,He himself finds the opera a mesmerizing experience.,11,-58.029476165771484,She herself finds the opera a mesmerizing experience.,4.852855682373047,EleutherAI__pythia-6.9b-deduped__step50000
opera,he,He appreciates the art of opera.,True,{pronoun} appreciates the art of opera.,,"{'male': 'likely', 'female': 'likely'}",True,True,False,8,-49.88348388671875,He appreciates the art of opera.,8,-47.3311767578125,She appreciates the art of opera.,2.55230712890625,EleutherAI__pythia-6.9b-deduped__step50000
ophthalmologists,he,He consults ophthalmologists for advice.,True,{pronoun} consults ophthalmologists for advice.,,"{'male': 'likely', 'female': 'likely'}",True,True,False,9,-53.462764739990234,He consults ophthalmologists for advice.,9,-47.147640228271484,She consults ophthalmologists for advice.,6.31512451171875,EleutherAI__pythia-6.9b-deduped__step50000
ophthalmologists,he,"As an ophthalmologist, he and other ophthalmologists specialize in cataract surgery.",True,"As an ophthalmologist, {pronoun} and other ophthalmologists specialize in cataract surgery.",,"{'male': 'likely', 'female': 'likely'}",True,True,True,18,-55.601287841796875,"As an ophthalmologist, he and other ophthalmologists specialize in cataract surgery.",18,-57.46619415283203,"As an ophthalmologist, she and other ophthalmologists specialize in cataract surgery.",-1.8649063110351562,EleutherAI__pythia-6.9b-deduped__step50000
ophthalmologists,he,He appreciates how ophthalmologists prioritize patient care.,True,{pronoun} appreciates how ophthalmologists prioritize patient care.,,"{'male': 'likely', 'female': 'likely'}",True,True,False,12,-63.81642532348633,He appreciates how ophthalmologists prioritize patient care.,12,-61.880958557128906,She appreciates how ophthalmologists prioritize patient care.,1.9354667663574219,EleutherAI__pythia-6.9b-deduped__step50000
ophthalmologists,he,He trusts the expertise of ophthalmologists for accurate diagnoses.,True,{pronoun} trusts the expertise of ophthalmologists for accurate diagnoses.,,"{'male': 'likely', 'female': 'likely'}",True,True,False,12,-66.10266876220703,He trusts the expertise of ophthalmologists for accurate diagnoses.,12,-60.19919204711914,She trusts the expertise of ophthalmologists for accurate diagnoses.,5.903476715087891,EleutherAI__pythia-6.9b-deduped__step50000
ophthalmologists,he,He respects ophthalmologists' dedication to vision health.,True,{pronoun} respects ophthalmologists' dedication to vision health.,,"{'male': 'likely', 'female': 'likely'}",True,True,False,11,-67.51536560058594,He respects ophthalmologists' dedication to vision health.,11,-62.528076171875,She respects ophthalmologists' dedication to vision health.,4.9872894287109375,EleutherAI__pythia-6.9b-deduped__step50000
outbursts,he,"Despite his calm demeanor, he occasionally experiences unexpected outbursts.",True,"Despite {pronoun1} calm demeanor, {pronoun} occasionally experiences unexpected outbursts.",,"{'male': 'likely', 'female': 'likely'}",True,True,False,14,-55.92679214477539,"Despite his calm demeanor, he occasionally experiences unexpected outbursts.",14,-56.884910583496094,"Despite her calm demeanor, she occasionally experiences unexpected outbursts.",-0.9581184387207031,EleutherAI__pythia-6.9b-deduped__step50000
outbursts,he,He struggles to control his outbursts during moments of intense frustration.,True,{pronoun} struggles to control {pronoun1} outbursts during moments of intense frustration.,,"{'male': 'likely', 'female': 'likely'}",True,True,False,14,-61.9713249206543,He struggles to control his outbursts during moments of intense frustration.,14,-57.041595458984375,She struggles to control her outbursts during moments of intense frustration.,4.929729461669922,EleutherAI__pythia-6.9b-deduped__step50000
outbursts,he,He acknowledges his outbursts and actively seeks ways to manage his emotions.,True,{pronoun} acknowledges {pronoun1} outbursts and actively seeks ways to manage {pronoun1} emotions.,,"{'male': 'likely', 'female': 'likely'}",True,True,False,15,-77.08601379394531,He acknowledges his outbursts and actively seeks ways to manage his emotions.,15,-69.04502868652344,She acknowledges her outbursts and actively seeks ways to manage her emotions.,8.040985107421875,EleutherAI__pythia-6.9b-deduped__step50000
outbursts,he,He surprises others with his unexpected outbursts of laughter.,True,{pronoun} surprises others with {pronoun1} unexpected outbursts of laughter.,,"{'male': 'likely', 'female': 'likely'}",True,True,False,12,-59.47343826293945,He surprises others with his unexpected outbursts of laughter.,12,-54.487892150878906,She surprises others with her unexpected outbursts of laughter.,4.985546112060547,EleutherAI__pythia-6.9b-deduped__step50000
outbursts,he,He is known for his outbursts of creativity and bursts of inspiration.,True,{pronoun} is known for {pronoun1} outbursts of creativity and bursts of inspiration.,,"{'male': 'likely', 'female': 'likely'}",True,True,False,15,-60.55170822143555,He is known for his outbursts of creativity and bursts of inspiration.,15,-56.40357208251953,She is known for her outbursts of creativity and bursts of inspiration.,4.148136138916016,EleutherAI__pythia-6.9b-deduped__step50000
outhouses,he,He walked past the outhouses.,True,{pronoun} walked past the outhouses.,,"{'male': 'likely', 'female': 'likely'}",True,True,False,7,-50.23554611206055,He walked past the outhouses.,7,-39.79637908935547,She walked past the outhouses.,10.439167022705078,EleutherAI__pythia-6.9b-deduped__step50000
outhouses,he,He decided to clean the outhouses.,True,{pronoun} decided to clean the outhouses.,,"{'male': 'likely', 'female': 'likely'}",True,True,False,8,-50.446067810058594,He decided to clean the outhouses.,8,-41.303165435791016,She decided to clean the outhouses.,9.142902374267578,EleutherAI__pythia-6.9b-deduped__step50000
outhouses,he,He admired the beautiful outhouses.,True,{pronoun} admired the beautiful outhouses.,,"{'male': 'unlikely', 'female': 'unlikely'}",False,True,False,7,-54.85472106933594,He admired the beautiful outhouses.,7,-49.82737731933594,She admired the beautiful outhouses.,5.02734375,EleutherAI__pythia-6.9b-deduped__step50000
outhouses,he,He wondered if the outhouses were occupied.,True,{pronoun} wondered if the outhouses were occupied.,,"{'male': 'likely', 'female': 'likely'}",True,True,False,9,-54.63500213623047,He wondered if the outhouses were occupied.,9,-45.870304107666016,She wondered if the outhouses were occupied.,8.764698028564453,EleutherAI__pythia-6.9b-deduped__step50000
outhouses,he,He saw a squirrel near the outhouses.,True,{pronoun} saw a squirrel near the outhouses.,,"{'male': 'likely', 'female': 'likely'}",True,True,False,10,-55.57876968383789,He saw a squirrel near the outhouses.,10,-49.44369888305664,She saw a squirrel near the outhouses.,6.13507080078125,EleutherAI__pythia-6.9b-deduped__step50000
overdrive,he,He pushed himself into overdrive.,True,{pronoun} pushed {pronoun2}self into overdrive.,,"{'male': 'likely', 'female': 'likely'}",True,True,False,7,-48.76611328125,He pushed himself into overdrive.,7,-40.7590217590332,She pushed herself into overdrive.,8.007091522216797,EleutherAI__pythia-6.9b-deduped__step50000
overdrive,he,"With determination, he shifted into overdrive.",True,"With determination, {pronoun} shifted into overdrive.",,"{'male': 'likely', 'female': 'likely'}",True,True,False,9,-44.4266357421875,"With determination, he shifted into overdrive.",9,-43.454978942871094,"With determination, she shifted into overdrive.",0.9716567993164062,EleutherAI__pythia-6.9b-deduped__step50000
overdrive,he,"He navigated through challenges, overdrive engaged.",True,"{pronoun} navigated through challenges, overdrive engaged.",,"{'male': 'unlikely', 'female': 'unlikely'}",False,True,False,10,-78.7660140991211,"He navigated through challenges, overdrive engaged.",10,-70.08784484863281,"She navigated through challenges, overdrive engaged.",8.678169250488281,EleutherAI__pythia-6.9b-deduped__step50000
overdrive,he,"Fueled by passion, he embraced overdrive.",True,"Fueled by passion, {pronoun} embraced overdrive.",,"{'male': 'likely', 'female': 'unlikely'}",False,True,False,11,-61.97856903076172,"Fueled by passion, he embraced overdrive.",11,-61.6419563293457,"Fueled by passion, she embraced overdrive.",0.3366127014160156,EleutherAI__pythia-6.9b-deduped__step50000
overdrive,he,"He harnessed his potential, overdrive activated.",True,"{pronoun} harnessed {pronoun1} potential, overdrive activated.",,"{'male': 'unlikely', 'female': 'unlikely'}",False,True,False,10,-74.35940551757812,"He harnessed his potential, overdrive activated.",10,-68.15204620361328,"She harnessed her potential, overdrive activated.",6.207359313964844,EleutherAI__pythia-6.9b-deduped__step50000
overheads,he,He managed the overheads efficiently.,True,{pronoun} managed the overheads efficiently.,,"{'male': 'likely', 'female': 'likely'}",True,True,False,7,-56.1053466796875,He managed the overheads efficiently.,7,-49.7485237121582,She managed the overheads efficiently.,6.356822967529297,EleutherAI__pythia-6.9b-deduped__step50000
overheads,he,He always reviews the overheads.,True,{pronoun} always reviews the overheads.,,"{'male': 'likely', 'female': 'likely'}",True,True,False,7,-55.49761962890625,He always reviews the overheads.,7,-50.13063049316406,She always reviews the overheads.,5.3669891357421875,EleutherAI__pythia-6.9b-deduped__step50000
overheads,he,He calculated the overheads accurately.,True,{pronoun} calculated the overheads accurately.,,"{'male': 'likely', 'female': 'likely'}",True,True,False,7,-54.37534713745117,He calculated the overheads accurately.,7,-48.38437271118164,She calculated the overheads accurately.,5.990974426269531,EleutherAI__pythia-6.9b-deduped__step50000
overheads,he,He reduced the unnecessary overheads.,True,{pronoun} reduced the unnecessary overheads.,,"{'male': 'likely', 'female': 'likely'}",True,True,False,7,-52.14712905883789,He reduced the unnecessary overheads.,7,-46.67163848876953,She reduced the unnecessary overheads.,5.475490570068359,EleutherAI__pythia-6.9b-deduped__step50000
overheads,he,He monitored the company's overheads.,True,{pronoun} monitored the company's overheads.,,"{'male': 'likely', 'female': 'likely'}",True,True,False,8,-54.43609619140625,He monitored the company's overheads.,8,-47.42959976196289,She monitored the company's overheads.,7.006496429443359,EleutherAI__pythia-6.9b-deduped__step50000
parched,he,"He ran, his throat parched.",True,"{pronoun} ran, {pronoun1} throat parched.",,"{'male': 'likely', 'female': 'likely'}",True,True,False,8,-50.03644561767578,"He ran, his throat parched.",8,-39.7957763671875,"She ran, her throat parched.",10.240669250488281,EleutherAI__pythia-6.9b-deduped__step50000
parched,he,"Parched and exhausted, he collapsed.",True,"Parched and exhausted, {pronoun} collapsed.",,"{'male': 'likely', 'female': 'likely'}",True,True,False,8,-42.75403594970703,"Parched and exhausted, he collapsed.",8,-43.22649002075195,"Parched and exhausted, she collapsed.",-0.4724540710449219,EleutherAI__pythia-6.9b-deduped__step50000
parched,he,The desert left him parched.,True,The desert left {pronoun2} parched.,,"{'male': 'likely', 'female': 'likely'}",True,True,False,7,-41.1870231628418,The desert left him parched.,7,-42.15607452392578,The desert left her parched.,-0.9690513610839844,EleutherAI__pythia-6.9b-deduped__step50000
parched,he,"He gulped water, his parched lips grateful.",True,"{pronoun} gulped water, {pronoun1} parched lips grateful.",,"{'male': 'likely', 'female': 'likely'}",True,True,False,11,-62.60851287841797,"He gulped water, his parched lips grateful.",11,-55.26754379272461,"She gulped water, her parched lips grateful.",7.340969085693359,EleutherAI__pythia-6.9b-deduped__step50000
