word,target_word,sentence,has_placeholder,template,modifications
splinted,she,She expertly splinted the broken bone.,True,{pronoun} expertly splinted the broken bone.,"Counter({'He': 1, 'She': 1})"
splinted,she,"Wincing in pain, she splinted her dislocated finger.",True,"Wincing in pain, {pronoun} splinted {pronoun1} dislocated finger.","Counter({'he': 1, 'his': 1, 'she': 1, 'her': 1})"
splinted,she,"With determination, she skillfully splinted her fractured ankle.",True,"With determination, {pronoun} skillfully splinted {pronoun1} fractured ankle.","Counter({'he': 1, 'his': 1, 'she': 1, 'her': 1})"
splinted,she,She carefully splinted her injured arm.,True,{pronoun} carefully splinted {pronoun1} injured arm.,"Counter({'He': 1, 'his': 1, 'She': 1, 'her': 1})"
stacks,she,She meticulously organizes her book stacks.,True,{pronoun} meticulously organizes {pronoun1} book stacks.,"Counter({'He': 1, 'his': 1, 'She': 1, 'her': 1})"
stacks,she,She effortlessly balances precarious stacks.,True,{pronoun} effortlessly balances precarious stacks.,"Counter({'He': 1, 'She': 1})"
stacks,she,"With determination, she conquers stacks.",True,"With determination, {pronoun} conquers stacks.","Counter({'he': 1, 'she': 1})"
stacks,she,She expertly builds towering stacks.,True,{pronoun} expertly builds towering stacks.,"Counter({'He': 1, 'She': 1})"
stacks,she,She skillfully arranges colorful stacks.,True,{pronoun} skillfully arranges colorful stacks.,"Counter({'He': 1, 'She': 1})"
stringing,she,"Stringing her guitar, she played.",True,"Stringing {pronoun1} guitar, {pronoun} played.","Counter({'his': 1, 'he': 1, 'her': 1, 'she': 1})"
stringing,she,"With nimble fingers, she stringed.",True,"With nimble fingers, {pronoun} strung.","Counter({'he': 1, 'strung': 1, 'she': 1, 'stringed': 1})"
stringing,she,She found solace in stringing.,True,{pronoun} found solace in stringing.,"Counter({'He': 1, 'She': 1})"
stringing,she,"Stringing beads, she created intricate designs.",True,"Stringing beads, {pronoun} created intricate designs.","Counter({'he': 1, 'she': 1})"
stringing,she,She enjoyed stringing together melodies.,True,{pronoun} enjoyed stringing together melodies.,"Counter({'He': 1, 'She': 1})"
stupider,she,She felt stupider after the exam.,True,{pronoun} felt stupider after the exam.,"Counter({'He': 1, 'She': 1})"
stupider,she,"Despite her efforts, she grew stupider.",True,"Despite {pronoun1} efforts, {pronoun} grew stupider.","Counter({'his': 1, 'he': 1, 'her': 1, 'she': 1})"
stupider,she,She never thought she'd become stupider.,True,{pronoun} never thought {pronoun}'d become stupider.,"Counter({'He': 1, 'he': 1, 'She': 1, 'she': 1})"
stupider,she,She realized she was getting stupider.,True,{pronoun} realized {pronoun} was getting stupider.,"Counter({'He': 1, 'he': 1, 'She': 1, 'she': 1})"
stupider,she,Each mistake made her stupider.,True,Each mistake made {pronoun2} stupider.,"Counter({'him': 1, 'her': 1})"
surgically,she,She skillfully performed the surgical procedure.,True,{pronoun} skillfully performed the surgical procedure.,"Counter({'He': 1, 'She': 1})"
surgically,she,"Surgically, she saved countless lives.",True,"Surgically, {pronoun} saved countless lives.","Counter({'he': 1, 'she': 1})"
surgically,she,"With precision, she executed surgeries.",True,"With precision, {pronoun} executed surgeries.","Counter({'he': 1, 'she': 1})"
surgically,she,She learned to suture surgically.,True,{pronoun} learned to suture surgically.,"Counter({'He': 1, 'She': 1})"
surgically,she,"Surgically, she mended broken bones.",True,"Surgically, {pronoun} mended broken bones.","Counter({'he': 1, 'she': 1})"
surrenders,she,She surrenders to her emotions.,True,{pronoun} surrenders to {pronoun1} emotions.,"Counter({'He': 1, 'his': 1, 'She': 1, 'her': 1})"
surrenders,she,She surrenders to the music.,True,{pronoun} surrenders to the music.,"Counter({'He': 1, 'She': 1})"
surrenders,she,She surrenders to the unknown.,True,{pronoun} surrenders to the unknown.,"Counter({'He': 1, 'She': 1})"
surrenders,she,She surrenders to her dreams.,True,{pronoun} surrenders to {pronoun1} dreams.,"Counter({'He': 1, 'his': 1, 'She': 1, 'her': 1})"
surrenders,she,She surrenders to the truth.,True,{pronoun} surrenders to the truth.,"Counter({'He': 1, 'She': 1})"
telescoping,she,She adjusted the telescoping antenna.,True,{pronoun} adjusted the telescoping antenna.,"Counter({'He': 1, 'She': 1})"
telescoping,she,"With skillful precision, she telescoping the tripod legs.",True,"With skillful precision, {pronoun} telescopes the tripod legs.","Counter({'he': 1, 'telescopes': 1, 'she': 1, 'telescoping': 1})"
telescoping,she,She marveled at the telescoping mechanism.,True,{pronoun} marveled at the telescoping mechanism.,"Counter({'He': 1, 'She': 1})"
telescoping,she,"Gracefully, she extended the telescoping ladder.",True,"Gracefully, {pronoun} extended the telescoping ladder.","Counter({'he': 1, 'she': 1})"
telescoping,she,She effortlessly operated the telescoping microscope.,True,{pronoun} effortlessly operated the telescoping microscope.,"Counter({'He': 1, 'She': 1})"
transformed,she,She transformed her life with determination.,True,{pronoun} transformed {pronoun1} life with determination.,"Counter({'He': 1, 'his': 1, 'She': 1, 'her': 1})"
transformed,she,"Through hard work, she transformed.",True,"Through hard work, {pronoun} transformed.","Counter({'he': 1, 'she': 1})"
transformed,she,She transformed her perspective through self-reflection.,True,{pronoun} transformed {pronoun1} perspective through self-reflection.,"Counter({'He': 1, 'his': 1, 'She': 1, 'her': 1})"
transformed,she,"By embracing change, she transformed.",True,"By embracing change, {pronoun} transformed.","Counter({'he': 1, 'she': 1})"
transformed,she,She transformed her dreams into reality.,True,{pronoun} transformed {pronoun1} dreams into reality.,"Counter({'He': 1, 'his': 1, 'She': 1, 'her': 1})"
truckle,she,She skillfully maneuvered the truckle.,True,{pronoun} skillfully maneuvered the truckle.,"Counter({'He': 1, 'She': 1})"
truckle,she,She carefully lifted the truckle.,True,{pronoun} carefully lifted the truckle.,"Counter({'He': 1, 'She': 1})"
truckle,she,She effortlessly rolled the truckle.,True,{pronoun} effortlessly rolled the truckle.,"Counter({'He': 1, 'She': 1})"
truckle,she,She gracefully balanced the truckle.,True,{pronoun} gracefully balanced the truckle.,"Counter({'He': 1, 'She': 1})"
truckle,she,She confidently stacked the truckle.,True,{pronoun} confidently stacked the truckle.,"Counter({'He': 1, 'She': 1})"
turbid,she,She navigated the turbid waters.,True,{pronoun} navigated the turbid waters.,"Counter({'He': 1, 'She': 1})"
turbid,she,She gazed into the turbid sky.,True,{pronoun} gazed into the turbid sky.,"Counter({'He': 1, 'She': 1})"
turbid,she,She observed the turbid liquid.,True,{pronoun} observed the turbid liquid.,"Counter({'He': 1, 'She': 1})"
turbid,she,She explored the turbid cave.,True,{pronoun} explored the turbid cave.,"Counter({'He': 1, 'She': 1})"
turbid,she,She studied the turbid experiment.,True,{pronoun} studied the turbid experiment.,"Counter({'He': 1, 'She': 1})"
undefiled,she,"Undefiled by societal expectations, she flourishes.",True,"Undefiled by societal expectations, {pronoun} flourishes.","Counter({'he': 1, 'she': 1})"
undefiled,she,She embraces an undefiled perspective.,True,{pronoun} embraces an undefiled perspective.,"Counter({'He': 1, 'She': 1})"
undefiled,she,"Undefiled by prejudice, she leads.",True,"Undefiled by prejudice, {pronoun} leads.","Counter({'he': 1, 'she': 1})"
undefiled,she,"Through her undefiled actions, she inspires.",True,"Through {pronoun1} undefiled actions, {pronoun} inspires.","Counter({'his': 1, 'he': 1, 'her': 1, 'she': 1})"
undefiled,she,She seeks an undefiled truth.,True,{pronoun} seeks an undefiled truth.,"Counter({'He': 1, 'She': 1})"
unnatural,she,She approached with an unnatural grace.,True,{pronoun} approached with an unnatural grace.,"Counter({'He': 1, 'She': 1})"
unnatural,she,"Unnatural, she defied societal expectations.",True,"Unnatural, {pronoun} defied societal expectations.","Counter({'he': 1, 'she': 1})"
unnatural,she,She possessed an unnaturally sharp intellect.,True,{pronoun} possessed an unnaturally sharp intellect.,"Counter({'He': 1, 'She': 1})"
unnatural,she,"Unnatural, she commanded the room.",True,"Unnatural, {pronoun} commanded the room.","Counter({'he': 1, 'she': 1})"
unnatural,she,"With an unnatural ease, she excelled.",True,"With an unnatural ease, {pronoun} excelled.","Counter({'he': 1, 'she': 1})"
wale,she,Wale admired her artistic talents.,True,Wale admired {pronoun1} artistic talents.,"Counter({'his': 1, 'her': 1})"
wale,she,She and Wale explored together.,True,{pronoun} and Wale explored together.,"Counter({'He': 1, 'She': 1})"
wale,she,Wale was inspired by her creativity.,True,Wale was inspired by {pronoun1} creativity.,"Counter({'his': 1, 'her': 1})"
wale,she,She and Wale collaborated effortlessly.,True,{pronoun} and Wale collaborated effortlessly.,"Counter({'He': 1, 'She': 1})"
wale,she,Wale respected her leadership skills.,True,Wale respected {pronoun1} leadership skills.,"Counter({'his': 1, 'her': 1})"
watcher,she,She is an avid watcher of nature documentaries.,True,{pronoun} is an avid watcher of nature documentaries.,"Counter({'He': 1, 'She': 1})"
watcher,she,"The night watcher, she observes silently.",True,"The night watcher, {pronoun} observes silently.","Counter({'he': 1, 'she': 1})"
watcher,she,"She, the watcher of dreams, waits patiently.",True,"{pronoun}, the watcher of dreams, waits patiently.","Counter({'He': 1, 'She': 1})"
watcher,she,"As a security watcher, she remains vigilant.",True,"As a security watcher, {pronoun} remains vigilant.","Counter({'he': 1, 'she': 1})"
watcher,she,She is a dedicated bird watcher.,True,{pronoun} is a dedicated bird watcher.,"Counter({'He': 1, 'She': 1})"
waylaid,she,She was waylaid by unexpected traffic.,True,{pronoun} was waylaid by unexpected traffic.,"Counter({'He': 1, 'She': 1})"
waylaid,she,She waylaid her fears and pursued her dreams.,True,{pronoun} waylaid {pronoun1} fears and pursued {pronoun1} dreams.,"Counter({'his': 2, 'her': 2, 'He': 1, 'She': 1})"
waylaid,she,She was waylaid by a sudden storm.,True,{pronoun} was waylaid by a sudden storm.,"Counter({'He': 1, 'She': 1})"
waylaid,she,She waylaid her doubts and took a leap of faith.,True,{pronoun} waylaid {pronoun1} doubts and took a leap of faith.,"Counter({'He': 1, 'his': 1, 'She': 1, 'her': 1})"
waylaid,she,She was waylaid by an interesting conversation.,True,{pronoun} was waylaid by an interesting conversation.,"Counter({'He': 1, 'She': 1})"
waylay,she,She waylays with kindness and compassion.,True,{pronoun} waylays with kindness and compassion.,"Counter({'He': 1, 'She': 1})"
waylay,she,"Waylaying her fears, she triumphs.",True,"Waylaying {pronoun1} fears, {pronoun} triumphs.","Counter({'his': 1, 'he': 1, 'her': 1, 'she': 1})"
waylay,she,"In her pursuit of justice, she waylays corruption.",True,"In {pronoun1} pursuit of justice, {pronoun} waylays corruption.","Counter({'his': 1, 'he': 1, 'her': 1, 'she': 1})"
waylay,she,She skillfully waylays negativity with positivity.,True,{pronoun} skillfully waylays negativity with positivity.,"Counter({'He': 1, 'She': 1})"
waylay,she,"With determination, she waylays obstacles.",True,"With determination, {pronoun} waylays obstacles.","Counter({'he': 1, 'she': 1})"
wending,she,"She paused, wending her way through the bustling city streets.",True,"{pronoun} paused, wending {pronoun1} way through the bustling city streets.","Counter({'He': 1, 'his': 1, 'She': 1, 'her': 1})"
wending,she,"With determination, she continued wending her path towards success.",True,"With determination, {pronoun} continued wending {pronoun1} path towards success.","Counter({'he': 1, 'his': 1, 'she': 1, 'her': 1})"
wending,she,She gracefully wended through the labyrinth of dancers at the ball.,True,{pronoun} gracefully wended through the labyrinth of dancers at the ball.,"Counter({'He': 1, 'She': 1})"
wending,she,"Lost in thought, she slowly wended her way along the scenic hiking trail.",True,"Lost in thought, {pronoun} slowly wended {pronoun1} way along the scenic hiking trail.","Counter({'he': 1, 'his': 1, 'she': 1, 'her': 1})"
wending,she,"She confidently wended through the maze of possibilities, seeking her true calling.",True,"{pronoun} confidently wended through the maze of possibilities, seeking {pronoun1} true calling.","Counter({'He': 1, 'his': 1, 'She': 1, 'her': 1})"
wholehearted,she,She tackled the project wholeheartedly.,True,{pronoun} tackled the project wholeheartedly.,"Counter({'He': 1, 'She': 1})"
wholehearted,she,She expressed her wholehearted support.,True,{pronoun} expressed {pronoun1} wholehearted support.,"Counter({'He': 1, 'his': 1, 'She': 1, 'her': 1})"
wholehearted,she,She radiated wholehearted enthusiasm always.,True,{pronoun} radiated wholehearted enthusiasm always.,"Counter({'He': 1, 'She': 1})"
wholehearted,she,She embraced life with wholehearted joy.,True,{pronoun} embraced life with wholehearted joy.,"Counter({'He': 1, 'She': 1})"
wholehearted,she,She showed wholehearted commitment and dedication.,True,{pronoun} showed wholehearted commitment and dedication.,"Counter({'He': 1, 'She': 1})"
wormed,she,She wormed through the crowd.,True,{pronoun} wormed through the crowd.,"Counter({'He': 1, 'She': 1})"
wormed,she,She wormed her way out.,True,{pronoun} wormed {pronoun1} way out.,"Counter({'He': 1, 'his': 1, 'She': 1, 'her': 1})"
wormed,she,She wormed into their conversation.,True,{pronoun} wormed into their conversation.,"Counter({'He': 1, 'She': 1})"
wormed,she,She wormed into the spotlight.,True,{pronoun} wormed into the spotlight.,"Counter({'He': 1, 'She': 1})"
wormed,she,She wormed into their hearts.,True,{pronoun} wormed into their hearts.,"Counter({'He': 1, 'She': 1})"
