word,target_word,sentence,has_placeholder,template,modifications
splinted,he,He splinted his broken finger carefully to ensure proper healing.,True,{pronoun} splinted {pronoun1} broken finger carefully to ensure proper healing.,
splinted,he,"After the accident, he went to the hospital where they splinted his leg.",True,"After the accident, {pronoun} went to the hospital where they splinted {pronoun1} leg.",
splinted,he,He winced in pain as the doctor splinted his wrist fracture.,True,{pronoun} winced in pain as the doctor splinted {pronoun1} wrist fracture.,
splinted,he,"Despite the discomfort, he patiently waited as the nurse splinted his sprained ankle.",True,"Despite the discomfort, {pronoun} patiently waited as the nurse splinted {pronoun1} sprained ankle.",
splinted,he,"With a steady hand, he expertly splinted the injured bird's wing.",True,"With a steady hand, {pronoun} expertly splinted the injured bird's wing.",
stacks,he,Stacks of books surrounded him as he studied for his exams.,True,Stacks of books surrounded {pronoun2} as {pronoun} studied for {pronoun1} exams.,
stacks,he,He carefully organized the stacks of paperwork on his desk.,True,{pronoun} carefully organized the stacks of paperwork on {pronoun1} desk.,
stacks,he,"He built impressive stacks of blocks, showcasing his architectural skills.",True,"{pronoun} built impressive stacks of blocks, showcasing {pronoun1} architectural skills.",
stacks,he,"With determination, he stacked the plates in the kitchen after dinner.",True,"With determination, {pronoun} stacked the plates in the kitchen after dinner.",
stacks,he,He skillfully balanced the stacks of plates in his hands while serving.,True,{pronoun} skillfully balanced the stacks of plates in {pronoun1} hands while serving.,
stringing,he,He enjoys stringing colorful beads together to create unique jewelry pieces.,True,{pronoun} enjoys stringing colorful beads together to create unique jewelry pieces.,
stringing,he,"He is a talented musician, skillfully stringing notes on his guitar.",True,"{pronoun} is a talented musician, skillfully stringing notes on {pronoun1} guitar.",
stringing,he,"He meticulously plans his art projects, carefully stringing together various materials for stunning visual effects.",True,"{pronoun} meticulously plans {pronoun1} art projects, carefully stringing together various materials for stunning visual effects.",
stringing,he,"He is a skilled puppeteer, expertly stringing marionettes to bring characters to life on stage.",True,"{pronoun} is a skilled puppeteer, expertly stringing marionettes to bring characters to life on stage.",
stringing,he,"He loves hiking in nature, often stringing a hammock between trees for a relaxing break.",True,"{pronoun} loves hiking in nature, often stringing a hammock between trees for a relaxing break.",
stupider,he,"Despite studying diligently, he found himself getting stupider with each passing day.",True,"Despite studying diligently, {pronoun} found {pronoun2}self getting stupider with each passing day.",
stupider,he,"He realized that the more he relied on social media, the stupider he became.",True,"{pronoun} realized that the more {pronoun} relied on social media, the stupider {pronoun} became.",
stupider,he,"Instead of seeking help, he stubbornly ignored his mistakes, making him even stupider.",True,"Instead of seeking help, {pronoun} stubbornly ignored {pronoun1} mistakes, making {pronoun2} even stupider.",
stupider,he,"He believed that by avoiding challenges, he would never grow stupider.",True,"{pronoun} believed that by avoiding challenges, {pronoun} would never grow stupider.",
stupider,he,"He noticed that as he spent more time in isolation, he became stupider.",True,"{pronoun} noticed that as {pronoun} spent more time in isolation, {pronoun} became stupider.",
surgically,he,"Surgically, he removed the tumor with precision and expertise.",True,"Surgically, {pronoun} removed the tumor with precision and expertise.",
surgically,he,"With steady hands, he surgically repaired the delicate nerve.",True,"With steady hands, {pronoun} surgically repaired the delicate nerve.",
surgically,he,He skillfully and surgically operated on the patient's damaged knee.,True,{pronoun} skillfully and surgically operated on the patient's damaged knee.,
surgically,he,"After careful planning, he surgically implanted the life-saving device.",True,"After careful planning, {pronoun} surgically implanted the life-saving device.",
surgically,he,"With meticulous attention to detail, he surgically reconstructed the broken bone.",True,"With meticulous attention to detail, {pronoun} surgically reconstructed the broken bone.",
surrenders,he,"As the sun sets, he surrenders to the peaceful embrace of sleep.",True,"As the sun sets, {pronoun} surrenders to the peaceful embrace of sleep.",
surrenders,he,"In the face of adversity, he never surrenders his determination.",True,"In the face of adversity, {pronoun} never surrenders {pronoun1} determination.",
surrenders,he,"With each brushstroke, he surrenders to the creative flow of his art.",True,"With each brushstroke, {pronoun} surrenders to the creative flow of {pronoun1} art.",
surrenders,he,"He surrenders to the melody, letting the music transport him.",True,"{pronoun} surrenders to the melody, letting the music transport {pronoun2}.",
surrenders,he,"Despite his fears, he surrenders to love and embraces vulnerability.",True,"Despite {pronoun1} fears, {pronoun} surrenders to love and embraces vulnerability.",
telescoping,he,"As an avid stargazer, he loved telescoping to explore the vast universe.",True,"As an avid stargazer, {pronoun} loved telescoping to explore the vast universe.",
telescoping,he,He was always fascinated by telescoping and the wonders it revealed.,True,{pronoun} was always fascinated by telescoping and the wonders it revealed.,
telescoping,he,"With his passion for astronomy, he spent hours telescoping to study celestial bodies.",True,"With {pronoun1} passion for astronomy, {pronoun} spent hours telescoping to study celestial bodies.",
telescoping,he,"Whenever he needed a closer look at distant objects, he resorted to telescoping.",True,"Whenever {pronoun} needed a closer look at distant objects, {pronoun} resorted to telescoping.",
telescoping,he,He marveled at the clarity of the night sky when telescoping.,True,{pronoun} marveled at the clarity of the night sky when telescoping.,
transformed,he,"After years of hard work and dedication, he transformed his small startup into a successful multinational company.",True,"After years of hard work and dedication, {pronoun} transformed {pronoun1} small startup into a successful multinational company.",
transformed,he,"With his passion for art and creativity, he transformed a blank canvas into a breathtaking masterpiece.",True,"With {pronoun1} passion for art and creativity, {pronoun} transformed a blank canvas into a breathtaking masterpiece.",
transformed,he,"Through rigorous training and perseverance, he transformed himself from an amateur athlete to a world-class competitor.",True,"Through rigorous training and perseverance, {pronoun} transformed {pronoun2}self from an amateur athlete to a world-class competitor.",
transformed,he,"Utilizing his innovative ideas and problem-solving skills, he transformed the outdated system into an efficient and user-friendly software.",True,"Utilizing {pronoun1} innovative ideas and problem-solving skills, {pronoun} transformed the outdated system into an efficient and user-friendly software.",
transformed,he,"Recognizing the importance of education, he transformed his community by establishing a non-profit organization that provides free access to quality learning resources.",True,"Recognizing the importance of education, {pronoun} transformed {pronoun1} community by establishing a non-profit organization that provides free access to quality learning resources.",
truckle,he,He carefully maneuvered the truckle bed into the small bedroom.,True,{pronoun} carefully maneuvered the truckle bed into the small bedroom.,
truckle,he,"With a friendly smile, he offered a slice of truckle cheese.",True,"With a friendly smile, {pronoun} offered a slice of truckle cheese.",
truckle,he,He rolled the truckle filled with books across the library floor.,True,{pronoun} rolled the truckle filled with books across the library floor.,
truckle,he,"After a long day of work, he found comfort on the truckle mattress.",True,"After a long day of work, {pronoun} found comfort on the truckle mattress.",
truckle,he,He skillfully balanced the truckle of wine bottles on his palm.,True,{pronoun} skillfully balanced the truckle of wine bottles on {pronoun1} palm.,
turbid,he,"He peered into the turbid water, searching for the hidden treasure.",True,"{pronoun} peered into the turbid water, searching for the hidden treasure.",
turbid,he,"As he walked along the turbid riverbank, he admired the swirling currents.",True,"As {pronoun} walked along the turbid riverbank, {pronoun} admired the swirling currents.",
turbid,he,"With his keen observation skills, he noticed the turbid atmosphere before the storm.",True,"With {pronoun1} keen observation skills, {pronoun} noticed the turbid atmosphere before the storm.",
turbid,he,"He hesitated to swim in the turbid lake, unsure of what lay beneath.",True,"{pronoun} hesitated to swim in the turbid lake, unsure of what lay beneath.",
turbid,he,"Despite the turbid conditions, he remained determined to navigate through the fog.",True,"Despite the turbid conditions, {pronoun} remained determined to navigate through the fog.",
undefiled,he,"He lived in an undefiled cabin, surrounded by untouched nature.",True,"{pronoun} lived in an undefiled cabin, surrounded by untouched nature.",
undefiled,he,"With every step he took, he left behind an undefiled path.",True,"With every step {pronoun} took, {pronoun} left behind an undefiled path.",
undefiled,he,"Undefiled by societal pressures, he embraced his true self.",True,"Undefiled by societal pressures, {pronoun} embraced {pronoun1} true self.",
undefiled,he,He sought solace in the undefiled silence of the forest.,True,{pronoun} sought solace in the undefiled silence of the forest.,
undefiled,he,"Undefiled by prejudice, he treated everyone with kindness and respect.",True,"Undefiled by prejudice, {pronoun} treated everyone with kindness and respect.",
unnatural,he,He found it unsettling to witness the unnatural glow of the moon.,True,{pronoun} found it unsettling to witness the unnatural glow of the moon.,
unnatural,he,"Despite his skepticism, he couldn't deny the unnatural talent she possessed.",True,"Despite {pronoun1} skepticism, {pronoun} couldn't deny the unnatural talent she possessed.",
unnatural,he,He was taken aback by the unnatural stillness that hung in the air.,True,{pronoun} was taken aback by the unnatural stillness that hung in the air.,
unnatural,he,He questioned the motives behind the unnatural behavior of the animals.,True,{pronoun} questioned the motives behind the unnatural behavior of the animals.,
unnatural,he,He couldn't help but feel a sense of unease in the unnatural silence.,True,{pronoun} couldn't help but feel a sense of unease in the unnatural silence.,
wale,he,"Wale is a talented musician, and he always captivates the audience with his soulful melodies.",True,"Wale is a talented musician, and {pronoun} always captivates the audience with {pronoun1} soulful melodies.",
wale,he,"Whenever Wale enters a room, he brings a contagious energy that brightens everyone's mood.",True,"Whenever Wale enters a room, {pronoun} brings a contagious energy that brightens everyone's mood.",
wale,he,He is known for his incredible work ethic; Wale never shies away from putting in the necessary effort to achieve his goals.,True,{pronoun} is known for {pronoun1} incredible work ethic; Wale never shies away from putting in the necessary effort to achieve {pronoun1} goals.,
wale,he,"Wale is a compassionate individual, always willing to lend a helping hand to those in need.",False,"Wale is a compassionate individual, always willing to lend a helping hand to those in need.",
wale,he,"He has a keen eye for fashion, and Wale's unique style always turns heads wherever he goes.",True,"{pronoun} has a keen eye for fashion, and Wale's unique style always turns heads wherever {pronoun} goes.",
watcher,he,"As a dedicated bird watcher, he patiently observed their graceful flight.",True,"As a dedicated bird watcher, {pronoun} patiently observed their graceful flight.",
watcher,he,"With a keen eye, he became an expert watcher of celestial phenomena.",True,"With a keen eye, {pronoun} became an expert watcher of celestial phenomena.",
watcher,he,"Being an avid sports watcher, he never missed an exciting game.",True,"Being an avid sports watcher, {pronoun} never missed an exciting game.",
watcher,he,"As a nature enthusiast, he spent hours as a wildlife watcher.",True,"As a nature enthusiast, {pronoun} spent hours as a wildlife watcher.",
watcher,he,"He was an attentive watcher of human behavior, always seeking understanding.",True,"{pronoun} was an attentive watcher of human behavior, always seeking understanding.",
waylaid,he,He was waylaid on his way home by a friendly stray dog.,True,{pronoun} was waylaid on {pronoun1} way home by a friendly stray dog.,
waylaid,he,"Despite being waylaid by unexpected rain, he arrived on time.",True,"Despite being waylaid by unexpected rain, {pronoun} arrived on time.",
waylaid,he,"Waylaid by a sudden craving, he detoured to the nearest bakery.",True,"Waylaid by a sudden craving, {pronoun} detoured to the nearest bakery.",
waylaid,he,He was waylaid by a group of enthusiastic students seeking help.,True,{pronoun} was waylaid by a group of enthusiastic students seeking help.,
waylaid,he,"Waylaid by a captivating book, he lost track of time.",True,"Waylaid by a captivating book, {pronoun} lost track of time.",
waylay,he,"As he walked home, a group of friends decided to waylay him with surprise birthday wishes.",True,"As {pronoun} walked home, a group of friends decided to waylay {pronoun2} with surprise birthday wishes.",
waylay,he,"On his way to work, he noticed a lost kitten and couldn't resist waylaying to help it find its way home.",True,"On {pronoun1} way to work, {pronoun} noticed a lost kitten and couldn't resist waylaying to help it find its way home.",
waylay,he,"While exploring the forest, he stumbled upon a hidden treasure that waylayed his plans for the day.",True,"While exploring the forest, {pronoun} stumbled upon a hidden treasure that waylayed {pronoun1} plans for the day.",
waylay,he,"Despite the rain, he managed to waylay his gloomy mood by finding joy in small acts of kindness.",True,"Despite the rain, {pronoun} managed to waylay {pronoun1} gloomy mood by finding joy in small acts of kindness.",
waylay,he,"Lost in thought, he failed to notice the time and was waylayed by hunger during his study session.",True,"Lost in thought, {pronoun} failed to notice the time and was waylayed by hunger during {pronoun1} study session.",
wending,he,He followed the wending path through the dense forest.,True,{pronoun} followed the wending path through the dense forest.,
wending,he,"As he approached the wending river, he marveled at its beauty.",True,"As {pronoun} approached the wending river, {pronoun} marveled at its beauty.",
wending,he,"With determination in his eyes, he embarked on the wending journey.",True,"With determination in {pronoun1} eyes, {pronoun} embarked on the wending journey.",
wending,he,He admired the intricate pattern of the wending vines on the wall.,True,{pronoun} admired the intricate pattern of the wending vines on the wall.,
wending,he,"Lost in thought, he contemplated the wending road ahead of him.",True,"Lost in thought, {pronoun} contemplated the wending road ahead of {pronoun2}.",
wholehearted,he,He approached his work with a wholehearted dedication and passion.,True,{pronoun} approached {pronoun1} work with a wholehearted dedication and passion.,
wholehearted,he,"Despite facing obstacles, he always showed a wholehearted commitment to his goals.",True,"Despite facing obstacles, {pronoun} always showed a wholehearted commitment to {pronoun1} goals.",
wholehearted,he,He was known for his wholehearted support and encouragement of others.,True,{pronoun} was known for {pronoun1} wholehearted support and encouragement of others.,
wholehearted,he,"With his wholehearted belief in equality, he fought for justice and fairness.",True,"With {pronoun1} wholehearted belief in equality, {pronoun} fought for justice and fairness.",
wholehearted,he,He approached every challenge with a wholehearted determination to succeed.,True,{pronoun} approached every challenge with a wholehearted determination to succeed.,
wormed,he,He wormed his way through the crowded room to greet his friends.,True,{pronoun} wormed {pronoun1} way through the crowded room to greet {pronoun1} friends.,
wormed,he,"With determination, he wormed his hand into the tight crevice.",True,"With determination, {pronoun} wormed {pronoun1} hand into the tight crevice.",
wormed,he,"He wormed his fingers into the soil, planting the seeds gently.",True,"{pronoun} wormed {pronoun1} fingers into the soil, planting the seeds gently.",
wormed,he,"Observing the intricate maze, he wormed his path through the puzzle.",True,"Observing the intricate maze, {pronoun} wormed {pronoun1} path through the puzzle.",
wormed,he,"Carefully, he wormed the wire through the narrow opening in the wall.",True,"Carefully, {pronoun} wormed the wire through the narrow opening in the wall.",
